datetime	ipAddress	domain	architecture	platform	os	key	dateDelay	timeDelay	persistence	loadShellcode	reverseShell	reverseIP	reversePort
2021-07-28 06:41:08.965572	192.168.1.1	unknown	x64	linux	unknown	None	None	None	None	False	False	None	None
datetime	ipAddress	domain	architecture	platform	os	key	dateDelay	timeDelay	persistence	loadShellcode	reverseShell	reverseIP	reversePort
2021-07-28 06:50:28.861647	192.168.1.1	unknown	x64	linux	unknown	None	None	None	None	False	False	None	None
datetime	ipAddress	domain	architecture	platform	os	key	dateDelay	timeDelay	persistence	loadShellcode	reverseShell	reverseIP	reversePort
2021-07-28 07:22:13.963242	unknown	unknown	unknown	unknown	unknown	None	None	None	None	False	False	None	None
datetime	ipAddress	domain	architecture	platform	os	key	dateDelay	timeDelay	persistence	loadShellcode	reverseShell	reverseIP	reversePort
2021-07-28 07:22:40.802037	unknown	unknown	unknown	unknown	unknown	None	None	None	None	False	False	None	None
datetime	ipAddress	domain	architecture	platform	os	key	dateDelay	timeDelay	persistence	loadShellcode	reverseShell	reverseIP	reversePort
2021-07-28 07:23:10.419170	unknown	unknown	unknown	unknown	unknown	None	None	None	None	False	False	None	None
datetime	ipAddress	domain	architecture	platform	os	key	dateDelay	timeDelay	persistence	loadShellcode	reverseShell	reverseIP	reversePort
2021-07-28 07:23:13.633920	unknown	unknown	unknown	unknown	unknown	None	None	None	None	False	False	None	None
datetime	ipAddress	domain	architecture	platform	os	key	dateDelay	timeDelay	persistence	loadShellcode	reverseShell	reverseIP	reversePort
2021-07-28 07:25:22.884466	unknown	unknown	unknown	unknown	unknown	None	None	None	None	False	False	None	None
datetime	ipAddress	domain	architecture	platform	os	key	dateDelay	timeDelay	persistence	loadShellcode	reverseShell	reverseIP	reversePort
2021-07-28 07:26:01.525073	unknown	unknown	unknown	unknown	unknown	None	None	None	None	False	False	None	None
datetime	ipAddress	domain	architecture	platform	os	key	dateDelay	timeDelay	persistence	loadShellcode	reverseShell	reverseIP	reversePort
2021-07-28 10:27:05.443197	unknown	unknown	unknown	unknown	unknown	None	None	None	None	False	False	None	None
datetime	ipAddress	domain	architecture	platform	os	key	dateDelay	timeDelay	persistence	loadShellcode	reverseShell	reverseIP	reversePort
2021-07-28 10:28:26.131602	unknown	unknown	unknown	unknown	unknown	None	None	None	None	False	False	None	None
datetime	ipAddress	domain	architecture	platform	os	key	dateDelay	timeDelay	persistence	loadShellcode	reverseShell	reverseIP	reversePort
2021-07-28 10:29:15.023207	unknown	unknown	unknown	unknown	unknown	None	None	None	None	False	False	None	None
datetime	ipAddress	domain	architecture	platform	os	key	dateDelay	timeDelay	persistence	loadShellcode	reverseShell	reverseIP	reversePort
2021-07-28 10:47:54.148282	unknown	unknown	unknown	unknown	unknown	None	None	None	None	False	False	None	None
datetime	ipAddress	domain	architecture	platform	os	key	dateDelay	timeDelay	persistence	loadShellcode	reverseShell	reverseIP	reversePort
2021-07-28 10:48:01.891764	unknown	unknown	unknown	unknown	unknown	None	None	None	None	False	False	None	None
datetime	ipAddress	domain	architecture	platform	os	key	dateDelay	timeDelay	persistence	loadShellcode	reverseShell	reverseIP	reversePort
2021-07-28 10:48:42.179804	unknown	unknown	unknown	unknown	unknown	None	None	None	None	False	False	None	None
datetime	ipAddress	domain	architecture	platform	os	key	dateDelay	timeDelay	persistence	loadShellcode	reverseShell	reverseIP	reversePort
2021-07-28 10:49:36.511303	unknown	unknown	unknown	unknown	unknown	None	None	None	None	False	False	None	None
datetime	ipAddress	domain	architecture	platform	os	key	dateDelay	timeDelay	persistence	loadShellcode	reverseShell	reverseIP	reversePort
2021-07-28 10:49:39.298150	unknown	unknown	unknown	unknown	unknown	None	None	None	None	False	False	None	None
datetime	ipAddress	domain	architecture	platform	os	key	dateDelay	timeDelay	persistence	loadShellcode	reverseShell	reverseIP	reversePort
2021-07-28 10:50:57.013416	unknown	unknown	unknown	unknown	unknown	None	None	None	None	False	False	None	None
datetime	ipAddress	domain	architecture	platform	os	key	dateDelay	timeDelay	persistence	loadShellcode	reverseShell	reverseIP	reversePort
2021-07-28 10:56:38.503570	unknown	unknown	unknown	unknown	unknown	None	None	None	None	False	False	None	None
datetime	ipAddress	domain	architecture	platform	os	key	dateDelay	timeDelay	persistence	loadShellcode	reverseShell	reverseIP	reversePort
2021-07-28 10:56:53.232425	unknown	unknown	unknown	unknown	unknown	None	None	None	None	False	False	None	None
datetime	ipAddress	domain	architecture	platform	os	key	dateDelay	timeDelay	persistence	loadShellcode	reverseShell	reverseIP	reversePort
2021-07-28 10:58:03.667096	unknown	unknown	unknown	unknown	unknown	None	None	None	None	False	False	None	None
datetime	ipAddress	domain	architecture	platform	os	key	dateDelay	timeDelay	persistence	loadShellcode	reverseShell	reverseIP	reversePort
2021-07-28 10:58:15.328917	unknown	unknown	unknown	unknown	unknown	None	None	None	None	False	False	None	None
datetime	ipAddress	domain	architecture	platform	os	key	dateDelay	timeDelay	persistence	loadShellcode	reverseShell	reverseIP	reversePort
